frame_id,stamp_ns,tracking_state,keypoints,valid_depths,valid_depth_ratio,depth_grid_coverage,tracked_inliers,feature_extract_ms,stereo_match_ms,frontend_ms,track_total_ms
204,2589891546484,2,606,209,0.344884,0.687500,180,50.909027,8.088739,58.997766,72.594984
205,2589981551818,2,603,203,0.336650,0.729167,183,50.544400,7.879655,58.424055,72.742318
206,2590161539901,2,603,215,0.356551,0.708333,171,50.428900,7.971780,58.400680,73.572696
207,2590251544526,2,605,209,0.345455,0.750000,126,51.982281,8.065989,60.048270,74.830035
208,2590341537526,2,602,216,0.358804,0.812500,183,50.366150,8.380574,58.746724,74.389158
209,2590431532568,2,600,198,0.330000,0.770833,116,52.961409,8.173823,61.135232,75.935372
210,2590521622443,2,603,217,0.359867,0.729167,181,53.020868,8.399698,61.420566,76.410790
211,2590611631985,2,603,194,0.321725,0.812500,121,52.670658,7.798529,60.469187,76.428207
212,2590701544360,2,605,224,0.370248,0.812500,184,49.277271,8.918492,58.195763,73.929656
213,2590791539943,2,602,213,0.353821,0.791667,127,50.617984,8.659158,59.277142,74.579158
214,2590971531402,2,601,224,0.372712,0.833333,181,49.118812,8.800658,57.919470,72.475567
215,2591061554818,2,601,198,0.329451,0.854167,119,50.381900,7.789238,58.171138,72.581484
216,2591151562152,2,603,225,0.373134,0.833333,194,52.086573,8.945034,61.031607,75.389661
217,2591241546443,2,601,228,0.379368,0.854167,133,52.228282,8.889742,61.118024,77.649545
218,2591331549693,2,607,235,0.387150,0.895833,202,48.754601,9.216076,57.970677,73.701571
219,2591421550110,2,604,220,0.364238,0.854167,144,50.767985,8.929992,59.697977,77.242460
220,2591511565568,2,603,241,0.399668,0.833333,122,50.503900,9.414828,59.918728,75.296869
221,2591691540444,2,601,227,0.377704,0.812500,169,50.037273,8.812991,58.850264,73.333612
222,2591781539735,2,602,245,0.406977,0.812500,199,49.464813,9.811621,59.276434,74.777242
223,2591871546152,2,601,210,0.349418,0.770833,201,49.360896,8.924700,58.285596,75.465786
224,2591961568860,2,600,247,0.411667,0.729167,143,48.974602,10.253206,59.227808,76.846958
225,2592051547402,2,602,219,0.363787,0.729167,196,50.217358,10.109080,60.326438,77.163917
226,2592141563069,2,601,226,0.376040,0.729167,166,46.378467,9.742329,56.120796,74.653991
227,2592231553735,2,601,214,0.356073,0.729167,154,49.583563,9.451953,59.035516,78.252880
228,2592411547902,2,600,234,0.390000,0.687500,148,48.485017,9.691911,58.176928,77.041375
229,2592501561986,2,601,231,0.384359,0.750000,135,50.562483,9.765828,60.328311,76.948583
230,2592591563736,2,603,230,0.381426,0.645833,120,46.124716,10.093496,56.218212,72.110399
231,2592681564361,2,601,240,0.399334,0.708333,207,47.001262,10.558581,57.559843,74.217781
232,2592771562819,2,600,260,0.433333,0.729167,211,48.807851,10.866292,59.674143,77.552960
233,2592861536569,2,602,245,0.406977,0.812500,156,44.930295,10.293414,55.223709,74.159906
234,2592951559402,2,602,264,0.438538,0.833333,226,48.575809,10.681290,59.257099,76.270414
235,2593041544778,2,602,247,0.410299,0.833333,213,48.758018,10.578373,59.336391,77.420793
236,2593221608361,2,601,233,0.387687,0.812500,168,46.483217,10.268539,56.751756,71.957731
237,2593311574319,2,601,248,0.412646,0.833333,50,49.045810,9.929954,58.975764,70.767393
238,2593401557111,2,601,260,0.432612,0.833333,168,47.162512,10.199830,57.362342,70.660518
239,2593491549569,2,602,230,0.382060,0.770833,135,48.641810,9.740870,58.382680,74.851533
240,2593581543194,2,604,248,0.410596,0.812500,119,47.922765,10.383623,58.306388,75.362702
241,2593671559611,2,602,256,0.425249,0.875000,111,50.079564,10.100871,60.180435,77.034916
242,2593761546361,2,601,230,0.382695,0.791667,103,52.292864,9.709453,62.002317,77.209792
243,2593941573945,2,601,233,0.387687,0.812500,65,50.267940,9.425369,59.693309,70.664934
244,2594031567028,2,604,256,0.423841,0.875000,68,50.073856,10.164163,60.238019,72.059606
245,2594121549111,2,603,228,0.378109,0.750000,141,50.729650,9.225035,59.954685,73.179901
246,2594211553695,2,601,249,0.414309,0.812500,121,50.068940,9.549869,59.618809,74.943533
247,2594301571903,2,602,245,0.406977,0.750000,121,49.653730,9.199410,58.853140,74.329489
248,2594391559237,2,603,253,0.419569,0.812500,103,49.638688,9.382202,59.020890,74.500240
249,2594481552695,2,601,262,0.435940,0.770833,100,51.380319,9.658162,61.038481,75.992079
250,2594661566570,2,601,260,0.432612,0.812500,86,50.698733,9.706245,60.404978,74.287490
251,2594751555028,2,602,279,0.463455,0.791667,84,46.906135,10.683707,57.589842,69.598096
252,2594841574237,2,603,294,0.487562,0.916667,86,48.371641,11.668085,60.039726,72.469858
253,2594931541945,2,601,254,0.422629,0.791667,162,52.157072,17.177731,69.334803,84.556945
254,2595021590945,2,602,284,0.471761,0.895833,144,55.230459,10.309539,65.539998,84.662486
255,2595111558654,2,601,261,0.434276,0.833333,144,48.431433,10.092122,58.523555,76.368830
256,2595201565487,2,601,282,0.469218,0.812500,128,47.797180,10.803541,58.600721,75.117367
257,2595381553029,2,604,236,0.390728,0.895833,117,50.286315,9.658203,59.944518,75.919204
258,2595471573320,2,601,257,0.427621,0.895833,112,50.702067,10.347290,61.049357,77.352417
259,2595561567487,2,602,262,0.435216,0.875000,109,52.746866,10.665290,63.412156,79.570509
260,2595651569362,2,601,267,0.444260,0.916667,107,49.354853,10.499623,59.854476,75.224284
261,2595741559945,2,602,271,0.450166,0.895833,100,57.915344,22.242667,80.158011,97.121075
262,2595831553571,2,603,248,0.411277,0.875000,99,54.615789,22.965587,77.581376,102.959097
263,2595921555279,2,602,256,0.425249,0.895833,88,51.269486,12.987174,64.256660,77.359042
264,2596101575612,2,601,246,0.409318,0.791667,80,56.168587,22.975545,79.144132,94.399898
265,2596191608612,2,603,271,0.449420,0.812500,89,58.820763,22.066250,80.887013,96.773574
266,2596281555821,2,600,256,0.426667,0.895833,83,56.056253,17.748650,73.804903,85.965199
267,2596371549612,2,601,235,0.391015,0.833333,81,56.900506,18.760737,75.661243,88.132416
268,2596461558321,2,602,255,0.423588,0.791667,82,56.441297,18.758654,75.199951,87.854790
269,2596551553654,2,604,253,0.418874,0.937500,76,54.198246,12.303422,66.501668,80.371886
270,2596641604738,2,602,271,0.450166,0.875000,76,62.174901,24.654843,86.829744,106.039109
271,2596731559446,2,603,282,0.467662,0.833333,158,58.384303,13.446717,71.831020,85.766532
272,2596911630654,2,607,268,0.441516,0.812500,91,56.665714,9.927370,66.593084,79.103840
273,2597001554446,2,606,288,0.475248,0.812500,85,48.959976,10.585290,59.545266,71.083351
274,2597091565446,2,604,262,0.433775,0.937500,83,47.634430,12.626214,60.260644,74.150654
275,2597181571946,2,602,289,0.480066,0.895833,78,59.371598,17.587441,76.959039,94.867482
276,2597271560863,2,605,292,0.482645,0.708333,78,62.008942,25.790098,87.799040,104.317977
277,2597361556238,2,604,279,0.461921,0.729167,78,54.401164,13.697343,68.098507,77.899627
278,2597451558238,2,603,275,0.456053,0.791667,71,59.213223,24.921428,84.134651,98.431121
279,2597631566030,2,604,280,0.463576,0.895833,134,56.291171,13.635510,69.926681,80.291511
280,2597721589446,2,603,273,0.452736,0.791667,103,55.625376,10.499581,66.124957,77.608750
281,2597811572530,2,602,263,0.436877,0.833333,90,50.328606,12.673256,63.001862,76.828873
282,2597901557655,2,603,270,0.447761,0.812500,86,58.756972,13.004632,71.761604,83.958149
283,2597991558947,2,604,261,0.432119,0.812500,85,60.141893,12.688090,72.829983,84.847069
284,2598081569613,2,606,255,0.420792,0.770833,82,53.742203,21.337330,75.079533,88.473208
285,2598171564822,2,604,286,0.473510,0.875000,85,59.322931,25.805597,85.128528,101.480507
286,2598351574697,2,604,288,0.476821,0.770833,80,50.602399,22.992962,73.595361,86.264325
287,2598441575155,2,603,297,0.492537,0.895833,76,58.997722,26.103473,85.101195,99.824292
288,2598531561738,2,605,304,0.502479,0.895833,84,55.826460,26.889685,82.716145,98.635413
289,2598621558447,2,605,285,0.471074,0.812500,70,59.047889,12.855131,71.903020,83.350230
290,2598711564989,2,604,278,0.460265,0.833333,70,57.698467,13.573884,71.272351,82.394477
291,2598801568989,2,605,262,0.433058,0.895833,152,59.303223,23.916881,83.220104,98.803163
292,2598891559822,2,606,281,0.463696,0.895833,138,58.872180,12.419005,71.291185,85.452196
293,2599071571780,2,604,249,0.412252,0.854167,116,48.084764,10.557206,58.641970,73.938778
