method,pair_type,frame_index,stamp_sec,bag_time_sec,delta_time_sec,orb_slam_tracking_ok,keypoints_a,keypoints_b,matches,ransac_inliers,ransac_inlier_ratio,strict_inliers,strict_inlier_ratio,strict_grid_coverage,match_latency_ms,median_vertical_error_px,median_disparity_px,rectified_inliers,rectified_inlier_ratio
xfeat,temporal,461,2616.261654247,1780624792.1101036,0.09004537500004517,True,1024,1024,590,324,0.5491525423728814,324,0.5491525423728814,0.75,2.768834005109966,3.0,nan,0,0.0
orb,stereo,461,2616.261654247,1780624792.1101036,0.0,True,1024,1024,487,320,0.6570841889117043,316,0.648870636550308,0.4791666666666667,3.435920982155949,0.600006103515625,4.9766387939453125,353,0.7248459958932238
orb,temporal,461,2616.261654247,1780624792.1101036,0.09004537500004517,True,1024,1024,702,578,0.8233618233618234,578,0.8233618233618234,0.5208333333333334,3.8958229997660965,2.985992431640625,nan,0,0.0
xfeat,stereo,470,2617.161630789,1780624793.0365689,0.0,True,1024,1024,590,335,0.5677966101694916,313,0.5305084745762711,0.7291666666666666,3.516366006806493,1.0,5.0,398,0.6745762711864407
orb,stereo,470,2617.161630789,1780624793.0365689,0.0,True,1024,1024,489,307,0.6278118609406953,301,0.6155419222903885,0.4583333333333333,4.290990997105837,0.7999992370605469,4.97662353515625,339,0.6932515337423313
xfeat,stereo,471,2617.251651414,1780624793.1390488,0.0,True,1024,1024,581,350,0.6024096385542169,331,0.5697074010327022,0.6875,3.224754997063428,1.0,5.0,433,0.7452667814113597
xfeat,temporal,471,2617.251651414,1780624793.1390488,0.09002062500030661,True,1024,1024,605,344,0.5685950413223141,344,0.5685950413223141,0.6666666666666666,2.983421989483759,2.0,nan,0,0.0
orb,stereo,471,2617.251651414,1780624793.1390488,0.0,True,1024,1024,475,310,0.6526315789473685,307,0.6463157894736842,0.4583333333333333,3.0501100118272007,0.519989013671875,4.79998779296875,327,0.6884210526315789
orb,temporal,471,2617.251651414,1780624793.1390488,0.09002062500030661,True,1024,1024,714,569,0.7969187675070029,569,0.7969187675070029,0.5,3.4572890144772828,1.727996826171875,nan,0,0.0
xfeat,stereo,480,2618.15162579,1780624794.0606618,0.0,True,1024,1024,630,432,0.6857142857142857,418,0.6634920634920635,0.5416666666666666,3.2723789918236434,1.0,5.0,506,0.8031746031746032
orb,stereo,480,2618.15162579,1780624794.0606618,0.0,True,1024,1024,504,333,0.6607142857142857,324,0.6428571428571429,0.375,3.2593910000286996,0.0,5.0,369,0.7321428571428571
xfeat,stereo,481,2618.331621415,1780624794.1616068,0.0,True,1024,1024,629,395,0.6279809220985691,384,0.6104928457869634,0.6041666666666666,3.571880020899698,1.0,5.0,472,0.7503974562798092
xfeat,temporal,481,2618.331621415,1780624794.1616068,0.1799956250001742,True,1024,1024,618,438,0.7087378640776699,438,0.7087378640776699,0.7083333333333334,3.3909499761648476,1.0,nan,0,0.0
orb,stereo,481,2618.331621415,1780624794.1616068,0.0,True,1024,1016,496,304,0.6129032258064516,286,0.5766129032258065,0.3541666666666667,3.6593080149032176,0.31679344177246094,5.0,350,0.7056451612903226
orb,temporal,481,2618.331621415,1780624794.1616068,0.1799956250001742,True,1024,1024,713,606,0.8499298737727911,606,0.8499298737727911,0.4791666666666667,3.053461987292394,0.600006103515625,nan,0,0.0
xfeat,stereo,490,2619.231633707,1780624795.0792172,0.0,True,1024,1024,612,425,0.6944444444444444,410,0.6699346405228758,0.75,3.9891150081530213,1.0,5.0,469,0.7663398692810458
orb,stereo,490,2619.231633707,1780624795.0792172,0.0,True,1024,1024,485,360,0.7422680412371134,358,0.7381443298969073,0.4583333333333333,3.466857015155256,0.0,3.0,384,0.7917525773195876
xfeat,stereo,491,2619.321627082,1780624795.1814806,0.0,True,1024,1024,618,404,0.6537216828478964,391,0.6326860841423948,0.75,3.743453009519726,1.0,4.0,455,0.7362459546925566
xfeat,temporal,491,2619.321627082,1780624795.1814806,0.08999337499972171,True,1024,1024,604,374,0.6192052980132451,374,0.6192052980132451,0.6666666666666666,3.133418009383604,2.0,nan,0,0.0
orb,stereo,491,2619.321627082,1780624795.1814806,0.0,True,1024,1024,510,382,0.7490196078431373,379,0.7431372549019608,0.5208333333333334,3.9458209939766675,0.0,3.5831756591796875,391,0.7666666666666667
orb,temporal,491,2619.321627082,1780624795.1814806,0.08999337499972171,True,1024,1024,642,558,0.8691588785046729,558,0.8691588785046729,0.5416666666666666,3.521673002978787,2.0736007690429688,nan,0,0.0
xfeat,stereo,500,2620.221624874,1780624796.101534,0.0,False,1024,1024,588,325,0.5527210884353742,307,0.5221088435374149,0.6458333333333334,3.1026929791551083,1.0,5.0,403,0.685374149659864
orb,stereo,500,2620.221624874,1780624796.101534,0.0,False,1024,1024,445,306,0.6876404494382022,305,0.6853932584269663,0.4791666666666667,3.8567179872188717,7.62939453125e-06,4.976654052734375,317,0.7123595505617978
xfeat,stereo,501,2620.311640082,1780624796.2034407,0.0,True,1024,1024,579,331,0.5716753022452504,323,0.5578583765112263,0.625,3.7255770002957433,1.0,5.0,426,0.7357512953367875
xfeat,temporal,501,2620.311640082,1780624796.2034407,0.09001520799984064,True,1024,1024,595,333,0.5596638655462185,333,0.5596638655462185,0.8125,3.068336023716256,2.0,nan,0,0.0
orb,stereo,501,2620.311640082,1780624796.2034407,0.0,True,1024,1024,437,260,0.5949656750572082,246,0.562929061784897,0.3958333333333333,3.93716202233918,0.414764404296875,4.32000732421875,290,0.6636155606407322
orb,temporal,501,2620.311640082,1780624796.2034407,0.09001520799984064,True,1024,1024,652,542,0.8312883435582822,542,0.8312883435582822,0.625,3.432430006796494,0.2639961242675781,nan,0,0.0
xfeat,stereo,510,2621.211645708,1780624797.1259675,0.0,False,1024,1024,536,352,0.6567164179104478,341,0.6361940298507462,0.7291666666666666,4.948581976350397,1.0,6.0,399,0.7444029850746269
orb,stereo,510,2621.211645708,1780624797.1259675,0.0,False,1024,1024,507,366,0.7218934911242604,359,0.7080867850098619,0.4166666666666667,3.462247987044975,0.0,3.4560089111328125,378,0.7455621301775148
xfeat,stereo,511,2621.391656083,1780624797.2270277,0.0,False,1024,1024,550,375,0.6818181818181818,364,0.6618181818181819,0.7708333333333334,4.357887984951958,1.0,6.0,410,0.7454545454545455
xfeat,temporal,511,2621.391656083,1780624797.2270277,0.18001037499971062,False,1024,1024,568,322,0.5669014084507042,322,0.5669014084507042,0.7708333333333334,3.3393460034858435,2.0,nan,0,0.0
orb,stereo,511,2621.391656083,1780624797.2270277,0.0,False,1024,1024,530,380,0.7169811320754716,372,0.7018867924528301,0.4583333333333333,3.5937379871029407,0.0,2.985992431640625,391,0.7377358490566037
orb,temporal,511,2621.391656083,1780624797.2270277,0.18001037499971062,False,1024,1024,641,500,0.7800312012480499,500,0.7800312012480499,0.4583333333333333,3.0151949904393405,1.0,nan,0,0.0
xfeat,stereo,520,2622.291640458,1780624798.1497433,0.0,False,1024,1024,560,359,0.6410714285714286,348,0.6214285714285714,0.8125,3.84470698190853,1.0,5.0,397,0.7089285714285715
orb,stereo,520,2622.291640458,1780624798.1497433,0.0,False,1024,1024,540,408,0.7555555555555555,401,0.7425925925925926,0.375,2.878676983527839,0.0,2.9859619140625,424,0.7851851851851852
xfeat,stereo,521,2622.381647208,1780624798.2530708,0.0,False,1024,1024,584,383,0.6558219178082192,372,0.636986301369863,0.8125,4.551807011011988,1.0,6.0,437,0.7482876712328768
xfeat,temporal,521,2622.381647208,1780624798.2530708,0.09000674999970215,False,1024,1024,594,333,0.5606060606060606,333,0.5606060606060606,0.8333333333333334,3.7336770037654787,2.0,nan,0,0.0
orb,stereo,521,2622.381647208,1780624798.2530708,0.0,False,1024,1024,538,419,0.7788104089219331,415,0.7713754646840149,0.375,3.0691729916725308,0.0,2.985992431640625,443,0.8234200743494424
orb,temporal,521,2622.381647208,1780624798.2530708,0.09000674999970215,False,1024,1024,636,523,0.8223270440251572,523,0.8223270440251572,0.5,2.4683550000190735,1.44000244140625,nan,0,0.0
xfeat,stereo,530,2623.281631334,1780624799.1731071,0.0,False,1024,1024,598,405,0.677257525083612,398,0.6655518394648829,0.7708333333333334,3.5499540099408478,1.0,6.0,469,0.7842809364548495
orb,stereo,530,2623.281631334,1780624799.1731071,0.0,False,1008,1014,489,323,0.6605316973415133,289,0.591002044989775,0.3333333333333333,4.1939980001188815,0.480010986328125,4.800018310546875,343,0.7014314928425358
xfeat,stereo,531,2623.371634875,1780624799.2769582,0.0,False,1024,1024,624,428,0.6858974358974359,420,0.6730769230769231,0.7916666666666666,3.2512200123164803,1.0,6.0,493,0.7900641025641025
xfeat,temporal,531,2623.371634875,1780624799.2769582,0.09000354099998731,False,1024,1024,586,364,0.621160409556314,364,0.621160409556314,0.8333333333333334,2.861638000467792,4.0,nan,0,0.0
orb,stereo,531,2623.371634875,1780624799.2769582,0.0,False,1011,1015,484,300,0.6198347107438017,260,0.5371900826446281,0.4375,3.434455022215843,0.720001220703125,4.79998779296875,319,0.6590909090909091
orb,temporal,531,2623.371634875,1780624799.2769582,0.09000354099998731,False,1008,1011,610,491,0.8049180327868852,491,0.8049180327868852,0.3958333333333333,3.8398890173994005,2.8799972534179688,nan,0,0.0
xfeat,stereo,540,2624.361630126,1780624800.1954896,0.0,True,1024,1024,627,399,0.6363636363636364,377,0.6012759170653907,0.7083333333333334,4.760598996654153,1.0,7.0,508,0.810207336523126
orb,stereo,540,2624.361630126,1780624800.1954896,0.0,True,1010,1018,488,360,0.7377049180327869,356,0.7295081967213115,0.3958333333333333,4.048750008223578,0.0,5.971954345703125,376,0.7704918032786885
xfeat,stereo,541,2624.451647501,1780624800.2977748,0.0,True,1024,1024,619,378,0.6106623586429726,360,0.5815831987075929,0.7708333333333334,3.2681190059520304,1.0,7.0,489,0.789983844911147
xfeat,temporal,541,2624.451647501,1780624800.2977748,0.09001737500011586,True,1024,1024,605,387,0.6396694214876033,387,0.6396694214876033,0.7083333333333334,2.959331002784893,3.0,nan,0,0.0
orb,stereo,541,2624.451647501,1780624800.2977748,0.0,True,1014,1011,507,393,0.7751479289940828,386,0.7613412228796844,0.4166666666666667,3.785560984397307,0.0,5.971954345703125,397,0.7830374753451677
orb,temporal,541,2624.451647501,1780624800.2977748,0.09001737500011586,True,1010,1014,632,455,0.7199367088607594,455,0.7199367088607594,0.375,3.4561030042823404,2.4000015258789062,nan,0,0.0
xfeat,stereo,550,2625.351641793,1780624801.2176945,0.0,True,1024,1024,628,433,0.6894904458598726,429,0.6831210191082803,0.7708333333333334,3.7514139839913696,1.0,8.0,502,0.7993630573248408
orb,stereo,550,2625.351641793,1780624801.2176945,0.0,True,1001,1005,519,400,0.7707129094412332,397,0.7649325626204239,0.3333333333333333,3.2208449847530574,0.0,2.0,418,0.8053949903660886
xfeat,stereo,551,2625.441641585,1780624801.3226159,0.0,True,1024,1024,622,431,0.6929260450160771,426,0.684887459807074,0.6875,3.9687950047664344,1.0,8.0,495,0.7958199356913184
xfeat,temporal,551,2625.441641585,1780624801.3226159,0.08999979200007147,True,1024,1024,606,383,0.6320132013201321,383,0.6320132013201321,0.7291666666666666,2.7666699897963554,2.0,nan,0,0.0
orb,stereo,551,2625.441641585,1780624801.3226159,0.0,True,999,1006,570,452,0.7929824561403509,445,0.7807017543859649,0.3333333333333333,3.57795599848032,0.0,1.72802734375,460,0.8070175438596491
orb,temporal,551,2625.441641585,1780624801.3226159,0.08999979200007147,True,1001,999,626,508,0.8115015974440895,508,0.8115015974440895,0.375,3.621948999352753,1.20001220703125,nan,0,0.0
xfeat,stereo,560,2626.341651877,1780624802.251601,0.0,True,1024,1024,656,434,0.6615853658536586,424,0.6463414634146342,0.7083333333333334,5.09271101327613,1.0,8.0,543,0.8277439024390244
orb,stereo,560,2626.341651877,1780624802.251601,0.0,True,944,955,553,424,0.7667269439421338,420,0.759493670886076,0.3125,2.9770669934805483,0.0,2.0,455,0.8227848101265823
xfeat,stereo,561,2626.521639835,1780624802.3526082,0.0,True,1024,1024,635,457,0.7196850393700788,450,0.7086614173228346,0.75,4.436518007423729,1.0,8.0,527,0.8299212598425196
xfeat,temporal,561,2626.521639835,1780624802.3526082,0.179987957999856,True,1024,1024,581,333,0.5731497418244407,333,0.5731497418244407,0.7291666666666666,3.286205988842994,3.0,nan,0,0.0
orb,stereo,561,2626.521639835,1780624802.3526082,0.0,True,868,882,438,331,0.7557077625570776,329,0.7511415525114156,0.3333333333333333,2.3173129884526134,0.0,7.0,338,0.771689497716895
orb,temporal,561,2626.521639835,1780624802.3526082,0.179987957999856,True,944,868,324,222,0.6851851851851852,222,0.6851851851851852,0.3541666666666667,2.732522989390418,4.0,nan,0,0.0
xfeat,stereo,570,2627.421649586,1780624803.2718525,0.0,True,1024,1024,637,459,0.7205651491365777,456,0.7158555729984302,0.6875,3.0804859998170286,1.0,12.5,538,0.8445839874411303
orb,stereo,570,2627.421649586,1780624803.2718525,0.0,True,734,684,368,337,0.9157608695652174,336,0.9130434782608695,0.4583333333333333,2.1288410061970353,0.0,9.0,343,0.9320652173913043
xfeat,stereo,571,2627.511643836,1780624803.374783,0.0,True,1024,1024,635,460,0.7244094488188977,457,0.7196850393700788,0.7291666666666666,3.726345021277666,1.0,18.0,535,0.84251968503937
xfeat,temporal,571,2627.511643836,1780624803.374783,0.08999425000001793,True,1024,1024,615,393,0.6390243902439025,393,0.6390243902439025,0.7083333333333334,3.1087670067790896,5.0,nan,0,0.0
orb,stereo,571,2627.511643836,1780624803.374783,0.0,True,739,676,365,331,0.9068493150684932,328,0.8986301369863013,0.5,1.9890420080628246,0.0,9.5999755859375,337,0.9232876712328767
orb,temporal,571,2627.511643836,1780624803.374783,0.08999425000001793,True,734,739,410,367,0.8951219512195122,367,0.8951219512195122,0.4791666666666667,1.8047599878627807,3.5999984741210938,nan,0,0.0
xfeat,stereo,580,2628.411645336,1780624804.2975788,0.0,True,1024,1024,652,485,0.7438650306748467,483,0.74079754601227,0.625,3.842262987745926,1.0,19.5,552,0.8466257668711656
orb,stereo,580,2628.411645336,1780624804.2975788,0.0,True,763,727,385,346,0.8987012987012987,346,0.8987012987012987,0.4583333333333333,2.1302379900589585,0.0,13.199996948242188,360,0.935064935064935
xfeat,stereo,581,2628.501648336,1780624804.3982632,0.0,True,1024,1024,639,479,0.7496087636932708,477,0.7464788732394366,0.6041666666666666,3.633471002103761,1.0,19.0,541,0.8466353677621283
xfeat,temporal,581,2628.501648336,1780624804.3982632,0.09000299999979688,True,1024,1024,606,370,0.6105610561056105,370,0.6105610561056105,0.6041666666666666,2.7884570008609444,6.0,nan,0,0.0
orb,stereo,581,2628.501648336,1780624804.3982632,0.0,True,788,758,399,330,0.8270676691729323,328,0.8220551378446115,0.4791666666666667,2.1279329957906157,0.0,14.399993896484375,368,0.9223057644110275
orb,temporal,581,2628.501648336,1780624804.3982632,0.09000299999979688,True,763,788,408,340,0.8333333333333334,340,0.8333333333333334,0.5208333333333334,1.6279499977827072,2.879974365234375,nan,0,0.0
xfeat,stereo,590,2629.401658545,1780624805.3247342,0.0,True,1024,1024,611,450,0.7364975450081833,449,0.734860883797054,0.6041666666666666,3.4202100068796426,1.0,28.0,507,0.8297872340425532
orb,stereo,590,2629.401658545,1780624805.3247342,0.0,True,789,765,358,309,0.8631284916201117,307,0.8575418994413407,0.5,2.0510499889496714,0.0,20.4000244140625,339,0.946927374301676
xfeat,stereo,591,2629.58165292,1780624805.4266376,0.0,True,1024,1024,640,447,0.6984375,444,0.69375,0.5625,3.413715021451935,1.0,26.0,518,0.809375
xfeat,temporal,591,2629.58165292,1780624805.4266376,0.17999437500020576,True,1024,1024,546,319,0.5842490842490843,319,0.5842490842490843,0.5208333333333334,3.1346040195785463,11.0,nan,0,0.0
orb,stereo,591,2629.58165292,1780624805.4266376,0.0,True,805,784,411,363,0.8832116788321168,360,0.8759124087591241,0.5833333333333334,2.4065560137387365,0.0,14.400009155273438,374,0.9099756690997567
orb,temporal,591,2629.58165292,1780624805.4266376,0.17999437500020576,True,789,805,299,212,0.7090301003344481,212,0.7090301003344481,0.375,2.31877900660038,6.220802307128906,nan,0,0.0
xfeat,stereo,600,2630.48165092,1780624806.3490486,0.0,True,1024,1024,612,440,0.7189542483660131,438,0.7156862745098039,0.6666666666666666,4.702221020124853,1.0,22.0,498,0.8137254901960784
orb,stereo,600,2630.48165092,1780624806.3490486,0.0,True,766,665,356,319,0.8960674157303371,317,0.8904494382022472,0.5208333333333334,1.6730600036680698,0.0,18.0,332,0.9325842696629213
xfeat,stereo,601,2630.571658754,1780624806.453247,0.0,True,1024,1024,617,400,0.6482982171799028,398,0.6450567260940032,0.6041666666666666,4.4337940053083,1.0,25.0,488,0.7909238249594813
xfeat,temporal,601,2630.571658754,1780624806.453247,0.09000783400006185,True,1024,1024,585,350,0.5982905982905983,350,0.5982905982905983,0.6041666666666666,3.237253986299038,7.0,nan,0,0.0
orb,stereo,601,2630.571658754,1780624806.453247,0.0,True,764,695,359,327,0.9108635097493036,327,0.9108635097493036,0.5208333333333334,2.360607002628967,0.0,18.720001220703125,335,0.9331476323119777
orb,temporal,601,2630.571658754,1780624806.453247,0.09000783400006185,True,766,764,403,298,0.739454094292804,298,0.739454094292804,0.375,2.473733009537682,2.8800048828125,nan,0,0.0
xfeat,stereo,610,2631.471649421,1780624807.370939,0.0,True,1024,1024,605,407,0.6727272727272727,406,0.6710743801652893,0.6458333333333334,4.1300329903606325,1.0,32.0,476,0.7867768595041322
orb,stereo,610,2631.471649421,1780624807.370939,0.0,True,777,595,324,257,0.7932098765432098,256,0.7901234567901234,0.4375,1.3020529877394438,0.0,29.0,282,0.8703703703703703
xfeat,stereo,611,2631.561670921,1780624807.475947,0.0,True,1024,1024,574,407,0.7090592334494773,407,0.7090592334494773,0.6458333333333334,3.6260689957998693,1.0,33.0,470,0.818815331010453
xfeat,temporal,611,2631.561670921,1780624807.475947,0.09002149999969333,True,1024,1024,587,380,0.6473594548551959,380,0.6473594548551959,0.6041666666666666,3.210021008271724,5.0,nan,0,0.0
orb,stereo,611,2631.561670921,1780624807.475947,0.0,True,882,747,383,319,0.8328981723237598,318,0.8302872062663186,0.5416666666666666,2.208588004577905,0.0,29.859848022460938,335,0.8746736292428199
orb,temporal,611,2631.561670921,1780624807.475947,0.09002149999969333,True,777,882,475,390,0.8210526315789474,390,0.8210526315789474,0.5416666666666666,2.8957850008737296,2.985992431640625,nan,0,0.0
xfeat,stereo,620,2632.551758046,1780624808.395844,0.0,True,1024,1024,553,401,0.7251356238698011,400,0.7233273056057866,0.625,3.1804830068722367,1.0,32.0,467,0.8444846292947559
orb,stereo,620,2632.551758046,1780624808.395844,0.0,True,901,780,424,347,0.8183962264150944,347,0.8183962264150944,0.5833333333333334,2.281629014760256,0.0,30.274551391601562,363,0.8561320754716981
xfeat,stereo,621,2632.64166563,1780624808.4978848,0.0,True,1024,1024,563,399,0.7087033747779752,398,0.7069271758436945,0.625,3.291722998255864,1.0,32.0,464,0.8241563055062167
xfeat,temporal,621,2632.64166563,1780624808.4978848,0.08990758399977494,True,1024,1024,748,662,0.8850267379679144,662,0.8850267379679144,0.6875,3.2209850032813847,0.0,nan,0,0.0
orb,stereo,621,2632.64166563,1780624808.4978848,0.0,True,899,786,427,357,0.8360655737704918,356,0.8337236533957846,0.5833333333333334,2.0453240140341222,0.0,31.052001953125,372,0.8711943793911007
orb,temporal,621,2632.64166563,1780624808.4978848,0.08990758399977494,True,901,899,776,765,0.9858247422680413,765,0.9858247422680413,0.6041666666666666,2.167457016184926,0.0,nan,0,0.0
xfeat,stereo,630,2633.541655214,1780624809.4205434,0.0,True,1024,1024,595,387,0.6504201680672269,386,0.6487394957983194,0.625,3.4658790100365877,1.0,33.0,470,0.7899159663865546
orb,stereo,630,2633.541655214,1780624809.4205434,0.0,True,895,780,416,344,0.8269230769230769,341,0.8197115384615384,0.5208333333333334,2.3495049972552806,0.0,30.240005493164062,354,0.8509615384615384
xfeat,stereo,631,2633.631673172,1780624809.521762,0.0,True,1024,1024,565,396,0.7008849557522124,396,0.7008849557522124,0.6458333333333334,3.8468019920401275,1.0,32.0,460,0.8141592920353983
xfeat,temporal,631,2633.631673172,1780624809.521762,0.09001795799986212,True,1024,1024,749,678,0.9052069425901201,678,0.9052069425901201,0.7083333333333334,3.6071450158488005,0.0,nan,0,0.0
orb,stereo,631,2633.631673172,1780624809.521762,0.0,True,904,767,413,346,0.837772397094431,343,0.8305084745762712,0.5625,2.186172001529485,0.0,31.052001953125,360,0.8716707021791767
orb,temporal,631,2633.631673172,1780624809.521762,0.09001795799986212,True,895,904,767,762,0.9934810951760105,762,0.9934810951760105,0.6041666666666666,2.7443939761724323,0.0,nan,0,0.0
xfeat,stereo,640,2634.531667381,1780624810.4427276,0.0,True,1024,1024,574,380,0.662020905923345,373,0.6498257839721254,0.5833333333333334,3.2820850028656423,1.0,32.0,471,0.8205574912891986
orb,stereo,640,2634.531667381,1780624810.4427276,0.0,True,903,766,419,355,0.847255369928401,354,0.8448687350835322,0.5416666666666666,1.9139040086884052,0.0,30.240005493164062,366,0.8735083532219571
xfeat,stereo,641,2634.621663297,1780624810.5429134,0.0,True,1024,1024,565,391,0.6920353982300885,391,0.6920353982300885,0.6458333333333334,4.276327003026381,1.0,32.0,454,0.8035398230088495
xfeat,temporal,641,2634.621663297,1780624810.5429134,0.08999591600013446,True,1024,1024,747,657,0.8795180722891566,657,0.8795180722891566,0.6875,2.9857959889341146,0.0,nan,0,0.0
orb,stereo,641,2634.621663297,1780624810.5429134,0.0,True,910,772,403,340,0.8436724565756824,339,0.8411910669975186,0.5625,2.2691990016028285,0.0,31.0,353,0.8759305210918115
orb,temporal,641,2634.621663297,1780624810.5429134,0.08999591600013446,True,903,910,768,763,0.9934895833333334,763,0.9934895833333334,0.5833333333333334,2.447057020617649,0.0,nan,0,0.0
