index,left_x,left_y,right_x,depth,octave,response,valid_depth
219,360.000000,519.600037,302.311554,0.305420,1,16.000000,1
220,333.600006,508.800018,-1.000000,-1.000000,1,14.000000,0
221,390.000031,477.600006,-1.000000,-1.000000,1,10.000000,0
222,321.600006,480.000031,-1.000000,-1.000000,1,7.000000,0
223,466.800018,374.400024,-1.000000,-1.000000,1,11.000000,0
224,408.000031,376.800018,-1.000000,-1.000000,1,11.000000,0
225,447.600006,338.400024,-1.000000,-1.000000,1,13.000000,0
226,405.600006,354.000000,-1.000000,-1.000000,1,14.000000,0
227,310.800018,454.800018,-1.000000,-1.000000,1,7.000000,0
228,258.000000,438.000031,-1.000000,-1.000000,1,12.000000,0
229,286.800018,418.800018,-1.000000,-1.000000,1,21.000000,0
230,256.800018,411.600006,-1.000000,-1.000000,1,13.000000,0
231,444.000031,451.200012,-1.000000,-1.000000,1,13.000000,0
232,428.400024,452.400024,-1.000000,-1.000000,1,12.000000,0
233,469.200012,414.000031,-1.000000,-1.000000,1,25.000000,0
234,429.600006,412.800018,-1.000000,-1.000000,1,13.000000,0
235,214.800003,499.200012,-1.000000,-1.000000,1,12.000000,0
236,184.800003,501.600006,-1.000000,-1.000000,1,48.000000,0
237,238.800003,475.200012,-1.000000,-1.000000,1,13.000000,0
238,195.600006,483.600006,-1.000000,-1.000000,1,14.000000,0
239,92.400002,201.600006,-1.000000,-1.000000,1,104.000000,0
240,72.000000,154.800003,69.352341,6.654637,1,77.000000,1
241,84.000000,434.400024,-1.000000,-1.000000,1,18.000000,0
242,26.400002,447.600006,-1.000000,-1.000000,1,19.000000,0
243,63.600002,420.000031,-1.000000,-1.000000,1,19.000000,0
244,54.000004,422.400024,-1.000000,-1.000000,1,15.000000,0
245,296.400024,180.000000,291.639496,3.701104,1,64.000000,1
246,273.600006,202.800003,272.140198,12.069537,1,49.000000,1
247,304.800018,148.800003,300.060822,3.717763,1,53.000000,1
248,265.200012,157.200012,263.228485,8.936834,1,137.000000,1
249,290.400024,511.200012,234.929153,0.317630,1,16.000000,1
250,265.200012,494.400024,-1.000000,-1.000000,1,12.000000,0
251,295.200012,487.200012,-1.000000,-1.000000,1,15.000000,0
252,279.600006,483.600006,-1.000000,-1.000000,1,11.000000,0
253,211.200012,254.400009,209.705246,11.787269,1,24.000000,1
254,170.400009,243.600006,-1.000000,-1.000000,1,66.000000,0
255,189.600006,231.600006,188.089447,11.664033,1,88.000000,1
256,151.200012,200.400009,149.588364,10.932415,1,90.000000,1
257,129.600006,207.600006,-1.000000,-1.000000,1,95.000000,0
258,148.800003,158.400009,-1.000000,-1.000000,1,23.000000,0
259,130.800003,169.200012,-1.000000,-1.000000,1,83.000000,0
