frame_id,stamp_ns,tracking_state,keypoints,valid_depths,valid_depth_ratio,depth_grid_coverage,tracked_inliers,feature_extract_ms,stereo_match_ms,hybrid_candidates,hybrid_fine_matches,hybrid_accepted,hybrid_added,hybrid_replaced,hybrid_rejected,hybrid_ms,frontend_ms,track_total_ms,pose_valid,tcw_tx,tcw_ty,tcw_tz,tcw_qx,tcw_qy,tcw_qz,tcw_qw
83,1785980807767019140,2,603,274,0.454395,0.791667,125,73.458383,10.218574,0,0,0,0,0,0,0.000000,83.676957,97.083289,1,0.066375,0.026560,-0.565001,-0.025923,-0.035644,0.032471,0.998500
84,1785980807857018390,2,606,275,0.453795,0.812500,121,73.562968,10.617414,0,0,0,0,0,0,0.000000,84.180382,99.039611,1,0.071816,0.029632,-0.589074,-0.024738,-0.037211,0.037162,0.998310
85,1785980807947018432,2,607,298,0.490939,0.812500,111,73.286672,10.968711,0,0,0,0,0,0,0.000000,84.255383,96.257944,1,0.073185,0.035567,-0.611590,-0.021023,-0.036887,0.036430,0.998434
86,1785980808037019182,2,602,273,0.453488,0.812500,98,72.860708,10.544079,0,0,0,0,0,0,0.000000,83.404787,95.210969,1,0.073216,0.039619,-0.636687,-0.018755,-0.036349,0.034067,0.998582
87,1785980808127018848,2,605,289,0.477686,0.812500,92,74.465899,10.778000,0,0,0,0,0,0,0.000000,85.243899,95.701560,1,0.074582,0.045651,-0.659782,-0.014918,-0.035441,0.033152,0.998710
88,1785980808217018140,2,605,271,0.447934,0.812500,172,72.047569,10.057155,0,0,0,0,0,0,0.000000,82.104724,93.483065,1,0.071395,0.045322,-0.682613,-0.017316,-0.034476,0.027895,0.998866
89,1785980808307018848,2,605,291,0.480992,0.833333,132,72.993208,10.716415,0,0,0,0,0,0,0.000000,83.709623,97.485085,1,0.071602,0.048311,-0.709940,-0.014259,-0.035543,0.023269,0.998995
90,1785980808397020348,2,604,274,0.453642,0.770833,112,74.761485,10.131823,0,0,0,0,0,0,0.000000,84.893308,97.738130,1,0.071283,0.056433,-0.736062,-0.007711,-0.033745,0.021789,0.999163
91,1785980808487020182,2,605,258,0.426446,0.812500,101,73.693843,9.716566,0,0,0,0,0,0,0.000000,83.410409,94.315745,1,0.072454,0.064657,-0.763785,0.000691,-0.033974,0.019773,0.999227
92,1785980808577020765,2,606,280,0.462046,0.791667,109,73.349130,10.255616,0,0,0,0,0,0,0.000000,83.604746,96.158815,1,0.074872,0.069529,-0.786314,0.002998,-0.034502,0.017935,0.999239
93,1785980808667021765,2,604,285,0.471854,0.833333,185,73.808428,10.345075,0,0,0,0,0,0,0.000000,84.153503,96.338066,1,0.077385,0.073989,-0.810562,0.005172,-0.034914,0.018603,0.999204
94,1785980808757021682,2,604,276,0.456954,0.791667,138,71.616560,10.528454,0,0,0,0,0,0,0.000000,82.145014,97.784129,1,0.081348,0.071325,-0.832399,0.001249,-0.034671,0.022887,0.999136
95,1785980808847023224,2,603,293,0.485904,0.791667,135,73.712842,10.683039,0,0,0,0,0,0,0.000000,84.395881,98.887563,1,0.083210,0.067530,-0.850967,-0.004822,-0.033148,0.026618,0.999084
96,1785980808937022849,2,605,272,0.449587,0.833333,132,73.256252,10.223741,0,0,0,0,0,0,0.000000,83.479993,98.247011,1,0.083892,0.064936,-0.871937,-0.008553,-0.031778,0.028260,0.999059
97,1785980809027023349,2,605,289,0.477686,0.812500,130,73.169084,10.682539,0,0,0,0,0,0,0.000000,83.851623,97.952632,1,0.086219,0.065488,-0.894240,-0.009564,-0.032313,0.027731,0.999047
98,1785980809117023890,2,604,293,0.485099,0.812500,119,73.514131,10.775957,0,0,0,0,0,0,0.000000,84.290088,98.211511,1,0.085351,0.072037,-0.917795,-0.005388,-0.029803,0.026240,0.999197
99,1785980809207023307,2,605,277,0.457851,0.854167,121,74.904483,10.368242,0,0,0,0,0,0,0.000000,85.272725,98.143632,1,0.084474,0.080296,-0.944479,0.000346,-0.028237,0.025342,0.999280
100,1785980809297022057,2,606,278,0.458746,0.750000,108,75.237572,10.300908,0,0,0,0,0,0,0.000000,85.538480,98.314135,1,0.082441,0.083869,-0.969713,0.001845,-0.027232,0.021005,0.999407
101,1785980809387023307,2,605,277,0.457851,0.854167,188,73.912885,10.207990,0,0,0,0,0,0,0.000000,84.120875,97.165742,1,0.086068,0.091752,-0.994802,0.006788,-0.027768,0.019734,0.999397
102,1785980809477023724,2,607,272,0.448105,0.812500,140,72.063148,10.420118,0,0,0,0,0,0,0.000000,82.483266,98.568556,1,0.087113,0.103718,-1.019827,0.014072,-0.027495,0.019256,0.999337
103,1785980809567024016,2,605,279,0.461157,0.833333,126,75.051903,10.443410,0,0,0,0,0,0,0.000000,85.495313,99.272941,1,0.088050,0.114380,-1.046482,0.021169,-0.027200,0.015919,0.999279
104,1785980809657022516,2,605,264,0.436364,0.812500,118,76.403673,10.015029,0,0,0,0,0,0,0.000000,86.418702,99.626279,1,0.083314,0.117349,-1.070935,0.022394,-0.024984,0.009493,0.999392
105,1785980809747030224,2,607,254,0.418451,0.791667,116,76.333587,9.722274,0,0,0,0,0,0,0.000000,86.055861,98.954309,1,0.077503,0.116899,-1.093189,0.021715,-0.022678,0.003678,0.999500
106,1785980809837025807,2,608,271,0.445724,0.854167,172,75.434073,10.099363,0,0,0,0,0,0,0.000000,85.533436,98.617970,1,0.073238,0.119248,-1.113517,0.021535,-0.020339,-0.003154,0.999556
107,1785980809927025349,2,605,299,0.494215,0.854167,155,72.017979,11.103920,0,0,0,0,0,0,0.000000,83.121899,99.273813,1,0.074424,0.128313,-1.138441,0.025554,-0.022273,-0.012175,0.999351
108,1785980810017025349,2,606,270,0.445545,0.833333,137,77.517772,10.228615,0,0,0,0,0,0,0.000000,87.746387,101.915021,1,0.068374,0.128502,-1.162657,0.025220,-0.019354,-0.017886,0.999335
109,1785980810107026641,2,605,292,0.482645,0.875000,129,77.748276,10.692955,0,0,0,0,0,0,0.000000,88.441231,102.568281,1,0.076628,0.124875,-1.184797,0.023013,-0.022822,-0.015281,0.999358
110,1785980810197025683,2,606,289,0.476898,0.833333,206,77.594563,10.663413,0,0,0,0,0,0,0.000000,88.257976,102.522194,1,0.086635,0.121130,-1.205890,0.020298,-0.026471,-0.010906,0.999384
111,1785980810287026474,2,606,283,0.466997,0.875000,158,71.257382,9.908151,0,0,0,0,0,0,0.000000,81.165533,97.117029,1,0.093078,0.118012,-1.228603,0.018335,-0.028634,-0.005755,0.999405
112,1785980810377026683,2,604,289,0.478477,0.854167,150,75.689242,10.641372,0,0,0,0,0,0,0.000000,86.330614,103.369707,1,0.093730,0.113612,-1.249569,0.015303,-0.028218,-0.005714,0.999468
113,1785980810467026766,2,604,284,0.470199,0.854167,139,75.743201,10.403326,0,0,0,0,0,0,0.000000,86.146527,101.601763,1,0.096526,0.111607,-1.273062,0.014345,-0.029856,-0.006464,0.999430
114,1785980810557031058,2,604,271,0.448675,0.875000,138,75.758993,10.370659,0,0,0,0,0,0,0.000000,86.129652,100.471079,1,0.102566,0.122897,-1.296381,0.019145,-0.031818,-0.006813,0.999287
115,1785980810647027141,2,605,276,0.456198,0.895833,123,75.554406,10.431368,0,0,0,0,0,0,0.000000,85.985774,100.009946,1,0.107502,0.125848,-1.322183,0.020649,-0.033620,-0.006882,0.999198
116,1785980810737026850,2,602,273,0.453488,0.875000,189,77.033385,10.052278,0,0,0,0,0,0,0.000000,87.085663,102.123519,1,0.106451,0.123366,-1.341660,0.018697,-0.032996,-0.009507,0.999235
117,1785980810827028516,2,605,261,0.431405,0.833333,158,74.449971,9.529062,0,0,0,0,0,0,0.000000,83.979033,101.912974,1,0.107409,0.136051,-1.363468,0.023368,-0.032719,-0.008391,0.999156
118,1785980810917028850,2,606,262,0.432343,0.854167,146,77.427642,10.091571,0,0,0,0,0,0,0.000000,87.519213,104.038632,1,0.112632,0.149833,-1.387397,0.027463,-0.034154,-0.010275,0.998986
119,1785980811007027975,2,604,260,0.430464,0.854167,126,75.934327,9.818483,0,0,0,0,0,0,0.000000,85.752810,100.055029,1,0.119399,0.157278,-1.408596,0.029683,-0.036832,-0.012699,0.998800
120,1785980811097028516,2,605,270,0.446281,0.854167,192,77.729771,10.068737,0,0,0,0,0,0,0.000000,87.798508,102.205853,1,0.131688,0.163918,-1.432930,0.031663,-0.041132,-0.010683,0.998595
